iter	Passed	Remaining
400	23806	35561
401	23870	35509
402	23934	35456
403	24000	35406
404	24097	35403
405	24163	35352
406	24234	35310
407	24305	35267
408	24359	35198
409	24418	35139
410	24474	35074
411	24527	35005
412	24593	34955
413	24649	34889
414	24702	34821
415	24767	34769
416	24818	34697
417	24872	34631
418	24924	34561
419	24974	34489
420	25027	34420
421	25129	34419
422	25185	34354
423	25247	34298
424	25315	34250
425	25380	34197
426	25442	34142
427	25492	34069
428	25563	34025
429	25625	33968
430	25677	33898
431	25743	33848
432	25796	33780
433	25863	33730
434	25931	33680
435	25984	33613
436	26081	33601
437	26164	33571
438	26253	33549
439	26309	33484
440	26375	33432
441	26438	33376
442	26504	33325
443	26553	33251
444	26620	33201
445	26687	33150
446	26744	33086
447	26795	33015
448	26859	32961
449	26928	32912
450	26980	32842
451	27078	32830
452	27155	32790
453	27259	32783
454	27324	32728
455	27375	32658
456	27423	32584
457	27477	32516
458	27538	32457
459	27590	32389
460	27653	32332
461	27718	32278
462	27788	32229
463	27845	32166
464	27897	32097
465	27961	32042
466	28027	31988
467	28098	31940
468	28154	31876
469	28217	31819
470	28282	31765
471	28335	31697
472	28385	31626
473	28447	31568
474	28503	31504
475	28557	31436
476	28615	31374
477	28678	31317
478	28744	31265
479	28814	31215
480	28867	31148
481	28935	31096
482	29001	31042
483	29101	31025
484	29180	30985
485	29258	30944
486	29326	30892
487	29392	30837
488	29459	30784
489	29513	30718
490	29566	30650
491	29616	30579
492	29684	30527
493	29744	30466
494	29805	30407
495	29873	30355
496	29924	30286
497	29977	30217
498	30041	30161
499	30131	30131
500	30182	30061
501	30246	30005
502	30319	29957
503	30384	29902
504	30438	29836
505	30495	29772
506	30544	29701
507	30594	29631
508	30660	29576
509	30712	29507
510	30780	29455
511	30844	29398
512	30914	29347
513	30968	29281
514	31039	29231
515	31141	29210
516	31193	29142
517	31248	29077
518	31302	29010
519	31366	28953
520	31420	28887
521	31470	28817
522	31522	28750
523	31582	28689
524	31649	28635
525	31714	28579
526	31764	28509
527	31817	28442
528	31881	28385
529	31938	28323
530	32007	28270
531	32101	28239
532	32176	28191
533	32247	28140
534	32306	28079
535	32361	28014
536	32407	27941
537	32466	27880
538	32527	27820
539	32580	27753
540	32637	27690
541	32705	27637
542	32758	27570
543	32823	27513
544	32892	27460
545	32946	27394
546	33006	27334
547	33089	27292
548	33161	27242
549	33237	27193
550	33300	27135
551	33350	27067
552	33416	27011
553	33486	26958
554	33553	26903
555	33603	26834
556	33671	26779
557	33725	26714
558	33788	26656
559	33855	26600
560	33927	26549
561	33983	26485
562	34050	26430
563	34123	26378
564	34173	26310
565	34240	26254
566	34302	26195
567	34389	26155
568	34477	26115
569	34528	26047
570	34594	25991
571	34657	25932
572	34715	25870
573	34780	25813
574	34837	25749
575	34891	25684
576	34944	25617
577	34998	25552
578	35080	25507
579	35166	25465
580	35268	25434
581	35326	25372
582	35377	25304
583	35448	25251
584	35503	25186
585	35571	25130
586	35631	25069
587	35694	25010
588	35779	24966
589	35849	24912
590	35903	24846
591	35968	24788
592	36016	24719
593	36099	24674
594	36154	24609
595	36218	24551
596	36271	24485
597	36339	24428
598	36404	24371
599	36469	24312
600	36535	24255
601	36600	24197
602	36663	24138
603	36729	24080
604	36784	24016
605	36845	23955
606	36899	23890
607	36959	23829
608	37018	23766
609	37121	23733
610	37204	23686
611	37310	23654
612	37370	23593
613	37433	23532
614	37514	23484
615	37565	23417
616	37616	23350
617	37686	23294
618	37743	23231
619	37799	23167
620	37848	23099
621	37913	23040
622	37979	22982
623	38048	22926
624	38141	22884
625	38209	22827
626	38261	22761
627	38313	22695
628	38369	22631
629	38423	22566
630	38479	22502
631	38533	22437
632	38584	22370
633	38645	22309
634	38697	22243
635	38749	22177
636	38803	22112
637	38867	22053
638	38933	21995
639	38982	21927
640	39048	21869
641	39125	21817
642	39189	21758
643	39252	21698
644	39346	21656
645	39400	21591
646	39467	21533
647	39522	21468
648	39577	21404
649	39629	21339
650	39679	21272
651	39735	21208
652	39791	21144
653	39845	21080
654	39916	21024
655	39975	20962
656	40026	20896
657	40123	20854
658	40204	20803
659	40282	20751
660	40332	20684
661	40428	20641
662	40517	20594
663	40585	20537
664	40651	20478
665	40703	20412
666	40767	20353
667	40821	20288
668	40911	20241
669	40981	20184
670	41033	20119
671	41095	20058
672	41178	20007
673	41235	19944
674	41286	19878
675	41338	19813
676	41388	19746
677	41452	19687
678	41513	19625
679	41569	19562
680	41620	19496
681	41686	19437
682	41740	19372
683	41813	19317
684	41899	19267
685	41963	19207
686	42027	19147
687	42085	19085
688	42159	19029
689	42225	18970
690	42274	18904
691	42341	18845
692	42429	18796
693	42479	18730
694	42545	18670
695	42597	18606
696	42687	18557
697	42752	18497
698	42809	18434
699	42877	18375
700	42940	18315
701	42995	18251
702	43058	18191
703	43141	18138
704	43221	18085
705	43291	18027
706	43387	17980
707	43439	17915
708	43489	17849
709	43573	17797
710	43645	17740
711	43696	17675
712	43751	17611
713	43807	17547
714	43858	17482
715	43911	17417
716	43999	17366
717	44053	17302
718	44151	17255
719	44223	17197
720	44288	17137
721	44366	17082
722	44437	17025
723	44528	16975
724	44593	16914
725	44662	16856
726	44723	16794
727	44787	16733
728	44836	16667
729	44901	16607
730	44965	16546
731	45023	16483
732	45072	16417
733	45130	16355
734	45194	16294
735	45243	16228
736	45308	16168
737	45359	16103
738	45408	16037
739	45459	15972
740	45514	15908
741	45565	15843
742	45646	15788
743	45702	15725
744	45804	15678
745	45860	15614
746	45945	15561
747	46029	15507
748	46084	15443
749	46154	15384
750	46220	15324
751	46288	15265
752	46341	15200
753	46400	15138
754	46468	15079
755	46521	15014
756	46600	14959
757	46653	14894
758	46709	14831
759	46763	14767
760	46817	14703
761	46905	14650
762	46974	14591
763	47069	14539
764	47165	14488
765	47261	14437
766	47313	14372
767	47365	14308
768	47421	14245
769	47493	14186
770	47545	14121
771	47613	14062
772	47702	14008
773	47756	13944
774	47824	13884
775	47890	13824
776	47949	13761
777	48020	13702
778	48072	13638
779	48125	13573
780	48191	13513
781	48282	13459
782	48332	13394
783	48393	13332
784	48448	13269
785	48500	13204
786	48548	13139
787	48598	13074
788	48665	13014
789	48770	12964
790	48841	12904
791	48906	12844
792	48977	12784
793	49072	12731
794	49171	12679
795	49284	12630
796	49350	12569
797	49413	12508
798	49468	12444
799	49523	12380
800	49588	12319
801	49678	12264
802	49732	12200
803	49790	12137
804	49840	12073
805	49933	12018
806	49985	11954
807	50049	11892
808	50106	11829
809	50209	11777
810	50281	11717
811	50329	11652
812	50381	11588
813	50434	11524
814	50488	11460
815	50549	11398
816	50598	11333
817	50652	11269
818	50706	11206
819	50772	11145
820	50841	11084
821	50904	11023
822	50995	10967
823	51088	10912
824	51182	10856
825	51257	10797
826	51354	10742
827	51405	10678
828	51478	10618
829	51568	10562
830	51620	10498
831	51673	10434
832	51727	10370
833	51779	10306
834	51842	10244
835	51905	10182
836	51954	10117
837	52008	10054
838	52059	9989
839	52127	9929
840	52202	9869
841	52255	9805
842	52312	9742
843	52371	9680
844	52439	9619
845	52494	9555
846	52563	9494
847	52623	9432
848	52709	9374
849	52764	9311
850	52847	9252
851	52898	9188
852	52970	9128
853	53034	9066
854	53085	9002
855	53139	8939
856	53230	8882
857	53292	8820
858	53345	8756
859	53402	8693
860	53457	8630
861	53519	8568
862	53579	8505
863	53635	8442
864	53702	8381
865	53757	8318
866	53821	8256
867	53875	8193
868	53926	8129
869	53984	8066
870	54041	8003
871	54097	7940
872	54153	7877
873	54241	7819
874	54290	7755
875	54357	7694
876	54416	7631
877	54469	7568
878	54529	7506
879	54580	7442
880	54643	7380
881	54697	7317
882	54754	7255
883	54809	7192
884	54879	7131
885	54952	7070
886	55017	7008
887	55080	6947
888	55131	6883
889	55215	6824
890	55294	6764
891	55364	6703
892	55441	6642
893	55507	6581
894	55573	6519
895	55640	6458
896	55706	6396
897	55775	6335
898	55833	6272
899	55895	6210
900	55943	6146
901	55995	6083
902	56055	6021
903	56109	5958
904	56174	5896
905	56246	5835
906	56300	5772
907	56364	5710
908	56413	5647
909	56462	5584
910	56533	5523
911	56589	5460
912	56646	5397
913	56702	5335
914	56756	5272
915	56808	5209
916	56862	5146
917	56924	5084
918	56997	5023
919	57063	4962
920	57121	4899
921	57211	4840
922	57294	4779
923	57390	4720
924	57442	4657
925	57499	4594
926	57553	4532
927	57604	4469
928	57674	4407
929	57729	4345
930	57792	4283
931	57845	4220
932	57908	4158
933	57960	4095
934	58014	4033
935	58081	3971
936	58142	3909
937	58232	3849
938	58341	3790
939	58407	3728
940	58461	3665
941	58514	3602
942	58577	3540
943	58643	3478
944	58704	3416
945	58774	3354
946	58839	3293
947	58904	3231
948	58958	3168
949	59020	3106
950	59070	3043
951	59121	2980
952	59181	2918
953	59255	2857
954	59320	2795
955	59374	2732
956	59424	2670
957	59478	2607
958	59531	2545
959	59625	2484
960	59685	2422
961	59751	2360
962	59810	2298
963	59875	2236
964	59937	2173
965	59988	2111
966	60037	2048
967	60098	1986
968	60150	1924
969	60246	1863
970	60327	1801
971	60399	1739
972	60459	1677
973	60513	1615
974	60573	1553
975	60627	1490
976	60688	1428
977	60748	1366
978	60810	1304
979	60873	1242
980	60924	1179
981	60978	1117
982	61028	1055
983	61098	993
984	61148	931
985	61242	869
986	61335	807
987	61393	745
988	61445	683
989	61508	621
990	61569	559
991	61625	496
992	61678	434
993	61751	372
994	61807	310
995	61871	248
996	61921	186
997	61974	124
998	62037	62
999	62093	0
